dataset_row,text,class
3834,"@Yeahhhmans way to take orders like a little bitch, bitch",1
3835,RT @WomensHumor: Monday was SUCH a bitch today.,1
3836,"@Mua87Becca yeah, what a bitch, eh? life sucks. everyone should have the equal opportunity to lose their shirt in divorce court.",1
3837,I can't believe this nigga told me to put nutella on a bitch before you eat her out #wildnigga,1
3838,"@kim92493 @BritBritt22 Im pretty sure she's a bad bitch. In other words, shawty a dime.",1
3839,187 how I'm killin these hoes,1
3840,"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",1
3841,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",1
3842,"RT @Oreo: Woah, the depth of this Ollusion is unreal. #Ollusions http://t.co/fuiVThvZyN",0
3843,@HoskinsTy96 @saambrowning and retarded,1
3844,"I heard rumors of a vile, hideous, traitorous bitch named Pelosi parading around w/ illegal aliens while Vets get the shaft. #bloodboiling",1
3845,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that",0
3846,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG,0
3847,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!,1
3848,She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!,1
3849,@sandcowboy31 hey it's hillbilly jim and Greg the hammer valentine #pffttt,0
3850,feel like im at home when im in dis bitch,1
3851,Rap bitches prolly scared of Remy ma lol,1
3852,Iont see how some of you niggas fags!!,2
3853,i just fell in love with a bitch with a stupid bootyyyyyy &#128553;&#128553;&#128553;&#128553;&#128540;&#128540;&#128540;&#128540;&#128525;&#128525;&#128525;&#128525;&#128536;&#128536;,1
3854,@WyattNuckels shut up niglet,1
3855,@operationSAFE @GaltsGirl lived there and can attest to that. Trust them over any muzzie nation by a million light years,0
3856,RT @CauseWereGuys: How to get unlimited pussy in high school http://t.co/0yaDezrREr,1
3857,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,0
3858,RT @CuhCuhCuh: fat bitches dont like liftin up they arms in the summer all that dampness cuh,1
3859,RT @TheHolyKuran: Bitches eyebrows be 5% hair and 95% makeup talkin bout &#8220;eyebrows on fleek&#8221; smh sit down before i lick my thumb hoe,1
3860,"@ThequeenTommy so fucking annoying when a hoe is like ""omg relationship goals"" like close your legs, get dressed and do something about it.",1
3861,RT @IrregularGawd: Personality RT @LosBeOnIt: How fat bitches be in relationships before the pretty women? Let's see the answers lol &#128064;&#128064;&#128064;,1
3862,Looking back I liked colored better. Let's go back to that,0
3863,RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...,0
3864,Type of nicca owe yu money but still ask you to go n on a blunt,1
3865,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?",1
3866,@jmac_au @Brocklesnitch at least that one dude had the guts to @ me. If you don't like my opinion qquit being a bitch and keep scrolling&#128076;,1
3867,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",1
3868,@JustKarahn dnt use my shit against me hoe,1
3869,#klokus this bitch has his nose pierced &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/1Ia8Nx6zrS,1
3870,@Molly_m5462 better bitch!:),1
3871,Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,0
3872,RT @zerohedge: Full retard: NAR blaming slow April sales on winter weather.,1
3873,The most broke people have the most to say bitch nigga how can you afford to speak,1
3874,RT @JoleenDoreen: I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.,0
3875,See niggas they be mad and all these hoes go &#128584;,1
3876,@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype,2
3877,RT @HG_Shit: @1BookieG them klutzy bitches,1
3878,@BMS_ThadCastle this account is so incredibly retarded.,1
3879,You can't trust no chick that got a pet cat b those bitches be mad sneaky,1
3880,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",0
3881,RT @black_taco_: Wtf is boy pussy ? Lmao you atl nigga sick,1
3882,Why you let these hoes tear what we had apart you shud be beware beware,1
3883,&#8220;@theHIGHESTpeak_: If you got netflix watch fresh that hoe live&#8221; from now on my name is Chuck E I'm not chuckie no more &#128514;&#128514;&#128514;,1
3884,Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt,0
3885,You say no to ratchet pussy but juicy-j can't! Bands will make her dance,1
3886,"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",1
3887,@Anellesofia for some spook shit,1
3888,@NurbsTheOcho8 @tori_mills02 not dykes or anything&#128111;&#128539;&#128109;,1
3889,RT @FuckTraVonn: .@TropicalKyle being a hoe is a talent. Das why girls put booking info in they bio when they get 5k followers,1
3890,RT @NinoDaPlug: @lil_aerii What's good bitch (:,1
3891,RT @yoboijackson: Fck all you hoes. Catch a grip!,1
3892,@izzayy_bitches &amp; 4th my guinea pig will haunt you,1
3893,@ryancruz_ brandy wanna b down ass bitches &#128533;,1
3894,Niggas are funny. &amp; karma is a bitch. Good morning .,1
3895,@YaNiggaBuu janemba is better than yo pussy ass,1
3896,@THEdrewm3 bitch smd,1
3897,&#8220;@RightInher_pssy: Fuck her right in the pussy https://t.co/3yW7mHLRhu&#8221; I wish this dude was my grandpa&#128514;,1
3898,#Minnesota is full of white trash,2
3899,RT @Based_Unicorns: Fat bitch act like she couldn't follow back. I've always wanted a fat bitch to follow me.,1
3900,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",2
3901,I hardly text back so these hoes love to phone me,1
3902,RT @Neiman_MARKus: I give a shoutout to these bitches b/c they hustlas too &#128076;&#128184;&#128181;,1
3903,"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",0
3904,About to be 23. Officially an old ass bitch,1
3905,RT @DymondMarie1: Shoutout to your main bitch !,1
3906,@JRise88 ill fuck you til you love me faggot,1
3907,Who told this midget hoe to start stripping,1
3908,It's summer bitches.,1
3909,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls,2
3910,RT @NickSwardson: If Yoda had a pussy. That's what I look like in the morning.,1
3911,That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.,0
3912,People hate on da rig life but I love my baby more then a pussy ass nigguh,1
3913,Them quiet girls be hoes to watch out,1
3914,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost,0
3915,@denise_nigga69 true dat nig,1
3916,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,0
3917,Phone disconnected like a hoe :/ thank god for shmediums hot spot lol,1
3918,"RT @HoodBibIe: ""Side hoes get no love"" - Thotology 6:13",1
3919,RT @AllHailTaron_: Bruh thank you I'm about to start cumming in these hoes just to scare them. http://t.co/cMCek4h6cv,1
3920,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*",1
3921,RT @ijustbeSinginn: I just wanna leave this bitch for a weekend,1
3922,@EricWithAHotDad bitch I work 24 hours a day to protect your freedom fuck you #AlwaysOnWatch #GlobalForceForGood,1
3923,@On_Point_Prg another keyboard commando in real life you hide like a little bitch,1
3924,"when Em said ""I'm on my straight grizzly, so why would I buy you a gay ass teddy bear bitch youre already bi-polar."" http://t.co/FQquXTxHBo",1
3925,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;",1
3926,My mom seen my progress report &amp; was like so wtf is up wit this B bitch wtf do you NOT see them 7 A's &#128529; tf she just Ungreatful &#9995;,1
3927,Beefin ova bitches trade ya clip for Pom Poms,1
3928,"RT @ImNotTwitFamous: How to deal with cyber bulling:

1:log out

2:go outside 

3:that's it,stop being a pussy",1
3929,Weed nigguh.. Retweet that,1
3930,They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe,0
3931,ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,0
3932,"RT @HUMOR18plus_: ""rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe "" http://t.co/VsY3ejFZHF",1
3933,@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,0
3934,RT @Dee_InsideYou: Team no hoes &#128514;&#128076;,1
3935,Strong jaw ass bitch,1
3936,"&#128588;&#128588;&#128588;""@Datruthh_: Don't do em with my girl lol RT @thelaurenway: So when yall in threesomes does your girl eat the pussy too?""",1
3937,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies,2
3938,Riding my quad with this bitch &#128540; http://t.co/EpPeMQfXxO,1
3939,"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28",1
3940,Gucci mane on a bitch,1
3941,"RT @FriendlyAssh0le: ""You curse too much""

bitch you breathe too much, shut the fuck up",1
3942,Jets trash,0
3943,Niggas trash AF,1
3944,What a hoe lol,1
3945,I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby,1
3946,Turn on the magic of colored light. #longexposure #lightwriting http://t.co/Um8LBsd6p9,0
3947,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL,0
3948,NEVERMIND I FOUND THEM. ...in the trash...,0
3949,&#128514;RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch,1
3950,@FukknTyler u a bitch in niggas clothing shut yo ass up &#128514;&#128514;&#128514;&#128514;&#128514;,1
3951,What you doing bitch suck it don't bite it,1
3952,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself,2
3953,Flaw bitches. Flaw bitches everywhere.,1
3954,&#8220;@arrogantori: Scrappy always on the reunion with hella hoes &#128514;&#8221;real nigga lmao,1
3955,"If yall niggas gon be gay, why yall gotta be so over the top? Dressing up in bitch shit that women wouldnt even dare wear. Smh.",1
3956,hell would freeze over before I ever let any bitch kick me in the fuckin face,1
3957,Dream job for a pedophile dressing up like mickey mouse and hugging kids all day,1
3958,@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo,1
3959,"@Cyberobama @eReIevant 
plot twist he is a faggot",1
3960,Karma is theeeee biggest bitch,1
3961,One day you niggas gone learn when not to fuck an ugly bitch. Because these pregnancies need to be stopped,1
3962,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe,1
3963,But rich is a light skin coon. So it's expected.,0
3964,RT @TAXSTONE: A woman's revenge To a man is being a hoe,1
3965,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",0
3966,RT @LiloNoSnitch_: &#128514;&#128514;&#128514;bitch bye&#128530;,1
3967,These hoes really make me laugh lol,1
3968,You will never get a &#128141;&#128142; if you don't know how to cook &#127831;&#127830;&#127837;&#127844;&#127835;&#127829; for ya man fr atleast not from a nigga like me. Slackin ass bitches,1
3969,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf .",1
3970,if uckin love freebees like pom I'm so duck to have here in hm life,1
3971,Ya bitch basic if she trippin off your social networks profiles.,1
3972,RT @lilduval: Stop nuttin in these hoes,1
3973,If I was a guy I'd definitely dress up as the fuck her right in the pussy guy,1
3974,Pretty ass niggah. http://t.co/jqlST70msM,1
3975,@jesjosie Eff dem hos.,1
3976,@NexusAltase Fuck her right in the pussy,1
3977,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.,0
3978,stupid fucking metal bird,1
3979,@Bam_N_DeyMouth you already know ima keep it trilla...Happy Bday lha bitch i love yu nigga!,1
3980,RT @ThatBoyAdo: @tonykivarkis @Atoma87 lmao y'all some fags http://t.co/MN0TF3dgo7,1
3981,RT @khernns: All of a sudden all these bitches like soccer today lol,1
3982,Thirsty ass bitch don't sweat me,1
3983,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",1
3984,@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat,1
3985,@mlvassallo Oh really? fags are gross You aids infected sick fuckers,2
3986,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",1
3987,"lmao RT @TheBSharp: ""I'm 25 years old, I'm tryna have some fun!"" = ""I'm a hoe""",1
3988,Hold up women leaving good men for some quotes they seen a nigga with no girl post on Instagram that he copied on google...u hoes crazy &#9996;&#65039;&#9996;&#65039;,1
3989,RT @drewbillionaire: I just wanna pimp these hoe$ &amp; Ride Rarri's,1
3990,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1
3991,&#8220;@koleworld4: @what_evaittakes bang&#128129;&#8221;that's a trust worthy bitch&#128528;&#128553;,1
3992,Miami bitches,1
3993,"RT @Kamri_noToyota: &#8220;@Felz_: KING was fire RT @viaNAWF: King, TI vs tip and that troubleman albums all trash.&#8221; Most def",1
3994,RT @HakoSav: Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect,1
3995,Them women at the bar @ #happyhour are there for your pleasure them old hoes be pure #savages &#128514;&#128514;&#128514;,1
3996,"Chaber Books: BRAGADAYJAH 24 http://t.co/bTMLYNNKZp: Nimrod the Cushite, first king of the earth. See Bragadayjah 24",0
3997,"What ppl expect, august aslina is a nig from New Orleans",2
3998,RT @LouieVRee: I need a ride or die bitch! http://t.co/tb1TMSVTrQ,1
3999,"RT @JohnnieGoings: Money, clothes, hoes, and cars. #Merica",1
4000,&#8220;@verseunanswered: Did that bitch from Frozen ever let it go?&#8221; &#128514;&#128514;,1
4001,RT @SeanPrice: This nigger tattoo show is horrible,2
4002,RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,1
4003,Everybody got foreign bitches and foreign cars &#128564;&#128564;,1
4004,got like 4 hoes in my low pro,1
4005,RT @burnett_dainah: California Chrome bitches!!!!!!!!,1
4006,"""are we bitches?"" - @chellyhernandez",1
4007,Kawasaki dating a faggot smh,1
4008,Tick tack toe linin' up yo hoe,1
4009,RT @Dasianah_: The most ghetto bitches be pregnant a/f smh poor kids! &#128531;,1
4010,RT @datnigga_laced: I'm fuking every night up in my new house .. Cause bitch I worked to hard fa this new house .. &#128513;,1
4011,@Leelucas_ bitch you not coming http://t.co/xdCuuSBa2F,1
4012,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",0
4013,"@_MariaPetrova @markkelly1983 @MissStef0318 @SamHarrisOrg Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops.",1
4014,pussy is a joke you can either get it or not get it.,1
4015,You wanna find hoes on here? Just follow the chicks who reply with heart eyes under sex gifs,0
4016,RT @_illionaire: @VoiceOfDStreetz hahahaha signs be funny than a bitch,1
4017,Oh please. You're a pussy,1
4018,I was getting to the business while you was chasing the bitches,1
4019,Ayy Carlton is a ghetto school now #SwitchedAtBirth,2
4020,RT @_Kingdineroo: Lmao dis bitch dumb asl http://t.co/O0RraJ8Vij,1
4021,"RT @Heissarcastic: If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1 &amp; 2 are lies
4) You're a pussy
5) Your Mom hates you&#8230;",1
4022,Tony Blair equals Bush's bitch #morningjoe,1
4023,"' All jokes aside , I'm goin thru it a niggah heart hurt smh . &#1043214; .",1
4024,"RT @lovexlilyy: &#128514; what gerry sends me, that damn jig a boo&#128514;&#128529; http://t.co/6LYzRxJ5Wn",1
4025,Shoot out wit yo niccas you da type to throw da Pistol &#128588;,1
4026,@wodaeeex3 bitch i juss askd yu uh question yo ole choppa bullet head ahh,1
4027,"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",0
4028,"RT @ChaseMyChucks: ""@viva_based: @CallME__Jetson hoe ass nigga. &#128529;""Hoe Ass Nigga x2",1
4029,"Get cunts to threaten me, not bothered. I'd happily hit up a big massive group ae third years or something hahaha. #dropkickkk",1
4030,RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,0
4031,"If a bitch bit my dick, I'd probably beat the shit out of her.",1
4032,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,2
4033,@AndyHerren @AarynElizaGries cry baby bitch,1
4034,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,1
4035,I once tried to be everything this bitch said she wanted in a man... That shit didn't get me anywhere.,1
4036,&#8220;@Runyacheckup: &#8220;@Shane_A1: A Bitch Couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out,1
4037,RT @IceTeaa__: The hoes yall chase want me &#128175;,1
4038,@kater_tater_ shine bright like a bad bitch,1
4039,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.,1
4040,"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials",0
4041,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches,1
4042,RT @1WayHustle: Bitches love niggas that got bitches,1
4043,I hate when people just randomly stop talking to you like give me a reason bitch,1
4044,As soon as a bitch think shit sweet.... Give em wat they been asking for!,1
4045,RT @ChivasGee: Fuck up you swole fag,1
4046,I hate waking up early,0
4047,"&#8220;@Vabtwin8211: @Vivalaquintaa agreed, eating pussy is so much better&#8221;they both Nasty",1
4048,@tcthegreat1 it's yo fault taking a nig out everyday,1
4049,This weight issue of mine really needs a good bitch slapp.,1
4050,"if its 64 dont eem try me. &#8220;@LeanandCuisine: Nigga that talk the most trash in smash bros be the shittiest, these are facts&#8221;",1
4051,"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!",1
4052,@Articulate_Aura bro you know I can't not comment on stupid shit like that..bitch Instagram a heart attack on a plate,1
4053,You and that BBW shit can get TF off this planet. Take these stud hoes with you too.,1
4054,RT @DrunkOrton: No shave November... AKA the month I crush the most pussy. Let the free muzzy rides begin baby.,1
4055,@GwendolynC28 thanks nig&#128540;,1
4056,@Pnolia_jay shut up bitch nigga,1
4057,"Shut the fuck up. I sent my sister a picture of a mini brownie and she was like ""is that a shroom"" like I wish! &#128514;&#128514;&#128514;",1
4058,"RT @dariusferg14: ""@VSamone: Dudes probably just think eating pussy is sucking on pussy lips &#128530;"" fse cut it out ;)",1
4059,@b_shiznitt what's good pussy,1
4060,@Ish_MallyMal August is trash,0
4061,#creamteam leaving hoes w #cockbreath,1
4062,RT @IamEvilTebow: Any man who orders a 6 inch sandwich at Subway is a pussy bitch. #Fact,1
4063,Pink champagne for my boo thang she a bad bitch I hope that she don't trade me,1
4064,Why niccas be hating tho lol .. Let me live homie,1
4065,Yo bitch wanna fuck the squad,1
4066,Niggas is straight hoes bruh I'ma stop fuckin with em,1
4067,deadass wanted the sauce till shit got real then niggas wanna back up ooh iight then smh pussy,1
4068,RT @BeardedNixon: Poont gotta be trash,0
4069,The homie reallly LOVE fat bitches &#128514;&#128557;&#128514; like in LOVE,1
4070,&#8220;@NotGrimey &#8220;@BobbyBudnic My brother a faggot&#8221;&#8221;smh,1
4071,@xHollywoodCourt bitch I asked you a question,1
4072,Why you worried bout that other hoe? Cuz that other hoe aint worried bout another hoe,1
4073,"RT @_AshCrackk: My bitch bad, she from the island",1
4074,"@realmarycarey @dolvett he's a better trainer, Jillian really acts like a bitch sometimes!",1
4075,"RT @keep_ita_hunnit: Ya bitches got boddies but act like they dont count cause ya ""loved"" each other lmaoo",1
4076,RT @Alex_Simonson: EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo http://t.co/uDKCfhBUIz,1
4077,Niggas actin like hoes most of em bitches,2
4078,RT @oddfuckingtaco: Damn I hate a bitch that like to argue and shit,1
4079,Bae gotta bitch &#128514; whoops &#128564;,1
4080,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz",2
4081,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir",1
4082,RT @Marlin_FishyAss: If yo hoe choose.. Let her choose fuck her friend or her momma,1
4083,"hollywood, if you really want to break my heart make a movie about a handsome retarded man who is good at flash and has a mean girlfriend.",1
4084,wow im gonna smoke myself retarded when i get home,1
4085,3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao,1
4086,Can't stand bitch ass niggas.,2
4087,@MyKat_Meows bitch,1
4088,"@mike_ray7 congratulations, you are officially fucking retarded.",2
4089,My boy @RyanBowersOB got the hoes now!,1
4090,Bad bitch with me and you kno that her ass is fat,1
4091,@radar_online to HELL with the plasticassed bitch!!,1
4092,Yeah bitch,1
4093,"""I just got a number 3 I'm a bitch boy""",1
4094,RT @officialmckell: &amp; ima eat that pussy all filthy &#128525;,1
4095,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,2
4096,@Huntermoore hells yeah fuckin sick ass bitch,1
4097,I swear ion see how broke niccas still out here gettin pussy smh,1
4098,RT @_Ezzzylove: I hate salty bitches,1
4099,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ,2
4100,"Hey, people bird watching, you do realize there&#8217;s like, hundreds, literally hundreds of free pictures of boobs on the Internet, right?",1
4101,This bitch mentioned dr. ruff...I'm done.,1
4102,"RT @LifeFlightGirl: When someone is murdered, the police investigate the spouse first. 

And that tells you everything you need to know abo&#8230;",0
4103,"@cuunthiaaa @Fvnxy he's the ""fuck her right in the pussy"" guy",1
4104,Lol at these honkies talking trash I'm done with this shit #growup #whitetrash,1
4105,it's so weird outside. it's like yellow.,0
4106,I know righttt RT @dta_87: I hate fat loud bitches,2
4107,RT @SLeyTMF: I aint nun to cut that bitch off,1
4108,RT @shardae85yahoo: Jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa&#8230;,1
4109,"I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!",1
4110,"RT @Suga_Titts69: ""@Vivalaquintaa: You a sucka hoe...sucka hoe im succsess",1
4111,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;",2
4112,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",1
4113,I am not islamophobic I just think the religion is violent,1
4114,Fat bitches got the most pictures,1
4115,"L7 niggas will rock anything a bad bitch post post on these social sites.. ""I just want a nigga to sniff a fart off my ass crack like dope.""",1
4116,"RT @ItsSonGoku: Don't Get Spirit Bombed Lil Nigga RT @LeanandCuisine: Dragonball z trash, debate me if you want",1
4117,"RT @WorIdStarFunnyy: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/NQyLxquLOC",0
4118,"When it rains it's good ""go to the mall weather"" all the coons be at home",2
4119,Can't stand that faggot.,2
4120,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,1
4121,I love these stupid holiday commercials... you thought you were going to get a car? Nope bitch you got an ugly ass sweater,1
4122,@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,0
4123,Life ain't shit but bitches &amp; money,1
4124,Bruised ankle is a bitch,1
4125,I love Asian bitches,1
4126,"Fuck what you think. I think them bitches produced the FUCK outta some shit. 

Telling you I STILL rock out to the vast majority of No Skits",1
4127,No saving hoes,1
4128,RT @CommonWhiteGirI: don&#8217;t send me snapchats from something i wasn&#8217;t invited to you rude ass bitch,1
4129,Bengals kicker trash.,0
4130,"first thing to do when i wake up:

sell my hoe",1
4131,"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",0
4132,lol RT @_mykall: when you @ bae game &amp; an unknown hoe screaming his name loud asfck &#128530;&#128514; http://t.co/MrTqx99g5l,1
4133,women hate hoes becuz they fuckin up the economy,1
4134,RT @nateturnboy: You left prom camping first day cause you're a bitch boy.,1
4135,"RT @xjayyandrew: I'm trynna find me a wifey type, not a hoe type.",1
4136,"&#8220;@FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;",1
4137,"Sometimes, even I gotta tell these hoes to grow up smh",0
4138,@LornaLovesMatt @delon03 @aaryneliza poor poor parker has nothing...without aaryn 2 bitch about no 1 would even know he was around a looser,1
4139,These hoes be boof smh,1
4140,"' Ok ma Texas bitch keep textin me , callin cryin stressin me &#1041190; Bout where I been but I been with another bitch allegedly &#1043351;&#1043360; .",1
4141,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say.",1
4142,RT @iDntWearCondoms: U a hoe if you have children and you're still awake,1
4143,RT @StunningStina: We all know you're fucking a bitch right now LOL,1
4144,RT @vinnycrack: this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H,1
4145,WALK OFF HR! @Yankees,0
4146,Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.,0
4147,"RT @_Fvfx: Pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time.",1
4148,RT @Ink_Flowz: THOT is a childish word&#128076;Grow up and call that bitch a hoe.&#128514;,1
4149,Oh snap I'm just realizing this skinny tranny is Jared Leto. He's Wo unrecognizable with all that weight loss. Geez!!!,0
4150,Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,0
4151,RT @RichBitxh_: Highwaisted jeans are not made for everyone bitches be looking horrible,1
4152,"RT @Buckm00se: @Wildblood817 I seen what you look like ,not impressed.dont talk shit you dirt looking bitch",1
4153,RT @duttyOGshake: for real this game is pub trash let's do drugs and get smashed,0
4154,"If that pussy aint Organic, Preservative free, No growth hormones, fresh, USDA approved, i aint fuckin with it.",1
4155,RT @CleveSmith: Bet her pussy smell like dried up oysters,1
4156,RT @IAm_Beautyfull: my chink ass eyes &#128557;&#128584;,1
4157,RT @bjs5555: ELECT Democratic Nominee Charlie Brown @Govcharliebrown for #Gov of #TN DEFEAT (R) Gov. Bill Haslam! @UniteBlueTN http://t.co/&#8230;,0
4158,Kill her body with four-play. Her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex,1
4159,RT @iSpeakComedy: Ever stay home from school and look at the clock and say yeah those bitches in math right now,1
4160,I wish I never met that bitch bro on god,1
4161,Cheeky thoughts as the rooster crows.,0
4162,You right fam. RT @pufntrees: @202SOLE jus peeped ur tl.cmon son.look at em.he a bitch,1
4163,These hoes swear their faithful,1
4164,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,0
4165,@grrizzIy @YUNGxSMBA the only place for a ho in the garden,1
4166,You a hoe and errbody know,1
4167,@kyleefagnola call him a cock blocking faggot,2
